wrk debian/4.1.0-3build1 [epoll] Copyright (C) 2012 Will Glozer
Running 10m test @ http://172.18.0.4:32329
  16 threads and 16 connections
1 3.255615234375 46.616455078125 46.616455078125 30
3 3.1044921875 147.04931640625 147.04931640625 50
5 2.873779296875 245.80615234375 245.80615234375 0
30 2.35595703125 946.945068359375 946.945068359375 0
40 5.448486328125 1142.333740234375 1142.333740234375 50
40 2.9462890625 1146.26953125 1146.26953125 200
1 2.741943359375 90.915283203125 90.915283203125 350
50 2.42822265625 1256.3544921875 1256.3544921875 700
50 2.783203125 1254.948974609375 1254.948974609375 0
2 3.213134765625 80.2587890625 80.2587890625 200
200 2.574951171875 4048.24365234375 4048.24365234375 250
150 2.730224609375 2784.824951171875 2784.824951171875 500
1 3.904541015625 78.3349609375 79.3349609375 250
15 2.80810546875 287.962890625 287.962890625 0
250 2.809326171875 4753.74169921875 4753.74169921875 4000
200 3.755859375 3484.698974609375 3484.698974609375 0
1 2.879150390625 172.946533203125 172.946533203125 500
350 2.944580078125 6285.44140625 6285.44140625 0
1 3.01171875 80.33984375 80.33984375 0
250 2.798095703125 4584.847412109375 4584.847412109375 0
15 4.3779296875 281.25439453125 281.25439453125 0
500 3.4072265625 8883.564453125 8883.564453125 0
15 3.72802734375 578.340576171875 578.340576171875 0
350 3.44970703125 6384.95263671875 6384.95263671875 0
3 3.570068359375 91.006591796875 91.006591796875 30
200 3.041015625 3778.853271484375 3778.853271484375 0
30 2.430908203125 488.084716796875 488.084716796875 0
1 3.03955078125 95.575927734375 95.575927734375 500
15 3.595947265625 292.965576171875 292.965576171875 0
5 3.942626953125 88.891357421875 88.891357421875 350
700 5.62109375 12353.40234375 12353.40234375 0
700 4.624755859375 12543.642578125 12543.642578125 0
30 2.64697265625 880.396728515625 880.396728515625 200
500 2.605224609375 8774.834716796875 8774.834716796875 0
15 2.392578125 285.137939453125 285.137939453125 500
30 3.59716796875 482.054931640625 482.054931640625 0
250 2.8046875 4377.95654296875 4377.95654296875 0
200 3.078125 3682.66162109375 3682.66162109375 0
350 2.524169921875 5678.13818359375 5678.13818359375 0
1000 2.546875 17350.165283203125 17350.165283203125 0
2 3.072998046875 80.41357421875 80.41357421875 0
1000 3.76171875 18086.617431640625 18087.617431640625 8000
1000 2.742431640625 17279.666748046875 17279.666748046875 0
50 2.50439453125 1188.457275390625 1188.457275390625 0
40 3.369873046875 582.880126953125 582.880126953125 0
40 3.211181640625 591.75537109375 591.75537109375 0
500 3.7392578125 8387.99169921875 8387.99169921875 0
500 2.6123046875 8291.490966796875 8291.490966796875 0
1000 3.186767578125 16788.5380859375 16788.5380859375 0
25 2.814208984375 382.1875 382.1875 350
200 4.793701171875 3185.857666015625 3185.857666015625 350
100 2.556396484375 1887.198974609375 1887.198974609375 0
350 5.970947265625 5686.789306640625 5686.789306640625 0
350 4.3212890625 5585.314208984375 5586.314208984375 0
500 3.423583984375 8376.3466796875 8376.3466796875 0
1000 2.6650390625 16493.68896484375 16493.68896484375 0
1000 3.139404296875 15883.669189453125 15883.669189453125 0
25 3.04833984375 382.212890625 382.212890625 0
1000 3.339111328125 16088.26220703125 16088.26220703125 0
1 3.612548828125 82.068603515625 82.068603515625 0
15 3.164794921875 380.65087890625 380.65087890625 0
2000 2.9912109375 33387.03271484375 33387.03271484375 0
700 3.05712890625 10877.213134765625 10877.213134765625 0
150 3.2763671875 2282.733154296875 2282.733154296875 0
700 3.10546875 10989.710205078125 10989.710205078125 0
1000 2.719970703125 15180.242431640625 15180.242431640625 0
2000 3.52197265625 31583.389892578125 31583.389892578125 0
150 2.514404296875 2082.879638671875 2082.879638671875 0
150 2.034912109375 1884.0791015625 1884.0791015625 0
50 5.158935546875 989.389404296875 989.389404296875 0
25 5.193359375 378.64111328125 378.64111328125 0
2000 3.1533203125 30287.817626953125 30287.817626953125 0
700 2.64306640625 9788.034912109375 9788.034912109375 0
350 4.697021484375 4997.57373046875 4997.57373046875 0
1000 3.2001953125 13882.141845703125 13882.141845703125 4000
