wrk debian/4.1.0-3build1 [epoll] Copyright (C) 2012 Will Glozer
Running 10m test @ http://172.18.0.4:32329
  16 threads and 16 connections
2 3.076904296875 35.886474609375 35.886474609375 5
2 4.144775390625 36.8232421875 36.8232421875 3
3 3.34033203125 40.426025390625 41.426025390625 150
3 2.70654296875 39.422607421875 39.422607421875 30
5 2.640380859375 129.05859375 129.05859375 0
30 3.561279296875 437.248046875 438.248046875 700
15 4.061279296875 275.3525390625 276.3525390625 0
30 3.119384765625 804.578125 804.578125 0
50 3.60888671875 1164.45751953125 1164.45751953125 0
25 3.19677734375 345.205810546875 345.205810546875 0
25 3.025390625 397.847900390625 397.847900390625 0
150 2.868896484375 2535.14453125 2535.14453125 4000
2 3.217041015625 72.135498046875 72.135498046875 0
50 3.542724609375 657.0166015625 657.0166015625 0
200 2.995361328125 3363.03125 3363.03125 0
200 2.33251953125 3365.395263671875 3365.395263671875 2000
1 3.320556640625 100.6240234375 100.6240234375 8000
40 2.478515625 885.057373046875 885.057373046875 0
250 2.572998046875 4135.3154296875 4135.3154296875 500
250 2.725341796875 4139.13232421875 4139.13232421875 0
25 3.0458984375 350.87353515625 350.87353515625 0
15 2.994140625 275.335693359375 275.335693359375 0
150 2.65625 2375.982666015625 2375.982666015625 0
2 2.903564453125 95.370849609375 95.370849609375 0
350 3.751220703125 5271.9013671875 5272.9013671875 0
1 3.672119140625 86.94873046875 86.94873046875 0
2 2.7919921875 51.10546875 51.10546875 0
500 2.74609375 7646.28076171875 7646.28076171875 0
500 2.768310546875 7734.660400390625 7734.660400390625 4000
40 2.4111328125 546.78271484375 546.78271484375 0
250 2.57373046875 3982.457275390625 3982.457275390625 0
100 2.982177734375 1549.710693359375 1549.710693359375 0
700 2.810791015625 10734.70654296875 10734.70654296875 0
700 2.860107421875 10875.147705078125 10875.147705078125 0
2 2.76220703125 197.44873046875 197.44873046875 0
25 3.100341796875 677.166015625 677.166015625 0
50 2.5966796875 1160.408203125 1160.408203125 0
15 2.418212890625 347.410400390625 347.410400390625 0
1 2.56494140625 93.602294921875 93.602294921875 0
40 2.682861328125 525.85302734375 525.85302734375 0
25 3.45458984375 348.476806640625 348.476806640625 0
1 2.94921875 84.122802734375 84.122802734375 0
100 2.7548828125 1289.397705078125 1289.397705078125 0
50 3.435791015625 680.5595703125 680.5595703125 0
5 3.2880859375 86.54931640625 86.54931640625 0
30 2.42919921875 845.801513671875 845.801513671875 0
700 2.49609375 10548.548583984375 10548.548583984375 0
15 3.184326171875 274.012451171875 274.012451171875 0
5 2.534423828125 91.18994140625 91.18994140625 0
5 2.427734375 51.295654296875 51.295654296875 0
700 2.62255859375 10747.485107421875 10747.485107421875 0
2 3.77978515625 96.891357421875 96.891357421875 0
30 2.84375 383.3232421875 383.3232421875 0
1000 2.5576171875 15059.43115234375 15059.43115234375 0
2000 5.034423828125 30170.435302734375 30170.435302734375 0
2000 2.88037109375 29498.135986328125 29498.135986328125 0
2000 3.3193359375 29472.29736328125 29472.29736328125 0
100 3.2470703125 1254.43896484375 1254.43896484375 0
